117046	2
117047	2
117048	2
117049	2
117050	2
117051	2
117052	2
117053	2
117054	2
117055	2
117056	2
117057	2
117058	2
117059	2
117060	2
117061	2
117062	1
117063	2
117064	2
117065	2
117066	2
117067	2
117068	2
117069	2
117070	2
117071	2
117072	2
117073	2
117074	2
117075	2
117076	2
117077	2
117078	2
117079	2
117080	2
117081	2
117082	2
117083	2
117084	2
117085	2
117086	2
117087	2
117088	3
117089	2
117090	2
117091	2
117092	2
117093	2
117094	2
117095	2
117096	2
117097	2
117098	2
117099	3
117100	2
117101	2
117102	2
117103	3
117104	2
117105	2
117106	2
117107	2
117108	2
117109	2
117110	2
117111	2
117112	2
117113	2
117114	2
117115	2
117116	2
117117	2
117118	2
117119	2
117120	2
117121	2
117122	2
117123	2
117124	2
117125	2
117126	2
117127	2
117128	2
117129	2
117130	2
117131	2
117132	2
117133	2
117134	2
117135	2
117136	2
117137	2
117138	2
117139	2
117140	2
117141	2
117142	2
117143	2
117144	2
117145	3
117146	2
117147	2
117148	2
117149	2
117150	2
117151	2
117152	2
117153	2
117154	2
117155	2
117156	2
117157	2
117158	2
117159	2
117160	2
117161	2
117162	2
117163	2
117164	2
117165	2
117166	2
117167	2
117168	2
117169	2
117170	2
117171	2
117172	3
117173	2
117174	2
117175	2
117176	2
117177	2
117178	2
117179	2
117180	2
117181	2
117182	2
117183	2
117184	2
117185	2
117186	2
117187	2
117188	2
117189	2
117190	2
117191	2
117192	2
117193	2
117194	2
117195	2
117196	2
117197	2
117198	2
117199	2
117200	2
117201	2
117202	2
117203	2
117204	2
117205	2
117206	2
117207	2
117208	2
117209	2
117210	2
117211	2
117212	2
117213	2
117214	2
117215	1
117216	2
117217	2
117218	2
117219	2
117220	2
117221	2
117222	2
117223	2
117224	2
117225	2
117226	2
117227	2
117228	2
117229	2
117230	2
117231	2
117232	2
117233	1
117234	2
117235	2
117236	2
117237	2
117238	1
117239	2
117240	2
117241	2
117242	2
117243	2
117244	2
117245	2
117246	2
117247	2
117248	2
117249	2
117250	1
117251	2
117252	2
117253	2
117254	2
117255	2
117256	2
117257	1
117258	2
117259	2
117260	2
117261	2
117262	2
117263	2
117264	2
117265	2
117266	2
117267	2
117268	2
117269	2
117270	2
117271	2
117272	2
117273	2
117274	2
117275	2
117276	2
117277	2
117278	2
117279	2
117280	2
117281	2
117282	2
117283	2
117284	2
117285	2
117286	2
117287	2
117288	2
117289	2
117290	3
117291	2
117292	2
117293	2
117294	2
117295	2
117296	2
117297	2
117298	2
117299	2
117300	2
117301	2
117302	2
117303	2
117304	2
117305	2
117306	2
117307	2
117308	2
117309	2
117310	2
117311	2
117312	2
117313	3
117314	3
117315	3
117316	2
117317	2
117318	2
117319	2
117320	2
117321	2
117322	2
117323	2
117324	2
117325	2
117326	2
117327	2
117328	2
117329	2
117330	2
117331	2
117332	2
117333	2
117334	2
117335	2
117336	2
117337	2
117338	2
117339	2
117340	2
117341	2
117342	2
117343	2
117344	2
117345	2
117346	2
117347	2
117348	2
117349	2
117350	2
117351	2
117352	2
117353	2
117354	2
117355	2
117356	2
117357	2
117358	2
117359	2
117360	2
117361	2
117362	2
117363	2
117364	2
117365	2
117366	2
117367	2
117368	2
117369	2
117370	2
117371	2
117372	2
117373	2
117374	2
117375	2
117376	4
117377	2
117378	2
117379	2
117380	2
117381	2
117382	2
117383	2
117384	2
117385	2
117386	2
117387	2
117388	2
117389	2
117390	2
117391	2
117392	2
117393	2
117394	2
117395	2
117396	2
117397	2
117398	2
117399	2
117400	2
117401	2
117402	2
117403	2
117404	2
117405	2
117406	2
117407	2
117408	2
117409	3
117410	3
117411	2
117412	2
117413	2
117414	2
117415	2
117416	2
117417	2
117418	2
117419	2
117420	2
117421	2
117422	2
117423	2
117424	2
117425	2
117426	2
117427	2
117428	2
117429	2
117430	2
117431	2
117432	2
117433	2
117434	3
117435	3
117436	3
117437	2
117438	2
117439	2
117440	2
117441	2
117442	2
117443	2
117444	2
117445	2
117446	2
117447	2
117448	1
117449	2
117450	2
117451	2
117452	2
117453	2
117454	2
117455	2
117456	2
117457	2
117458	3
117459	2
117460	2
117461	2
117462	3
117463	2
117464	2
117465	2
117466	2
117467	2
117468	2
117469	2
117470	2
117471	2
117472	2
117473	2
117474	2
117475	2
117476	2
117477	2
117478	2
117479	2
117480	2
117481	2
117482	2
117483	2
117484	2
117485	2
117486	2
117487	2
117488	2
117489	2
117490	2
117491	2
117492	2
117493	2
117494	2
117495	2
117496	2
117497	2
117498	2
117499	2
117500	2
117501	2
117502	2
117503	2
117504	2
117505	2
117506	2
117507	2
117508	2
117509	2
117510	2
117511	2
117512	2
117513	2
117514	2
117515	2
117516	2
117517	2
117518	2
117519	2
117520	2
117521	2
117522	2
117523	2
117524	2
117525	2
117526	2
117527	2
117528	2
117529	3
117530	2
117531	3
117532	2
117533	2
117534	2
117535	2
117536	2
117537	2
117538	3
117539	2
117540	2
117541	2
117542	2
117543	2
117544	2
117545	2
117546	2
117547	2
117548	2
117549	2
117550	2
117551	2
117552	1
117553	2
117554	2
117555	2
117556	2
117557	2
117558	2
117559	2
117560	2
117561	2
117562	2
117563	2
117564	3
117565	2
117566	2
117567	2
117568	2
117569	2
117570	2
117571	2
117572	2
117573	2
117574	2
117575	2
117576	2
117577	2
117578	2
117579	2
117580	2
117581	2
117582	2
117583	3
117584	2
117585	2
117586	2
117587	2
117588	2
117589	2
117590	2
117591	2
117592	2
117593	2
117594	2
117595	2
117596	1
117597	1
117598	1
117599	2
117600	2
117601	2
117602	2
117603	2
117604	2
117605	2
117606	2
117607	2
117608	2
117609	2
117610	3
117611	2
117612	2
117613	2
117614	2
117615	3
117616	3
117617	2
117618	2
117619	2
117620	2
117621	2
117622	2
117623	2
117624	2
117625	2
117626	1
117627	2
117628	2
117629	2
117630	2
117631	2
117632	2
117633	2
117634	2
117635	2
117636	2
117637	2
117638	2
117639	1
